Treatment Title,Treatment Details,Treatment Stage,Treatment Type,Risk Category,Risk Location,Element Type,Risk Factor,Construction Scope,Associated Activity,data_origin,is_real,source_artifact_id,source_row,annotation_origin,verification_status
Ensure proposed working methods (e.g. vibration) do not compromise the excavation's stability,,Pre construction,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,253,source_published_record,source_published_record_unreviewed
Ensure that groundworks contractors are informed of all relevant safety information,,Pre construction,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,254,source_published_record,source_published_record_unreviewed
Earthwork support system to be placed and inspected,,"Site work, Temp Works, Change control",Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,255,source_published_record,source_published_record_unreviewed
Safe placing of spoil during excavation,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,256,source_published_record,source_published_record_unreviewed
Maintain weekly inspection of excavation,,"Site work, Temp Works, Change control",Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,257,source_published_record,source_published_record_unreviewed
Ensure full risk assessment is carried out if the excavations need late change,,"Site work, Temp Works, Change control",Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,N/A,Physical-Collapse,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,258,source_published_record,source_published_record_unreviewed
Consider trenchless excavation construction methods (e.g. directional drilling),,Preliminary Design,Eliminate,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,259,source_published_record,source_published_record_unreviewed
Eliminate the need of excavation,,Preliminary Design,Eliminate,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,260,source_published_record,source_published_record_unreviewed
Batter sides of excavation,,Preliminary Design,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,261,source_published_record,source_published_record_unreviewed
Consider using interlocking sheet piles if applicable,,Preliminary Design,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,262,source_published_record,source_published_record_unreviewed
Consider fitting multiple services in one trench system,,Preliminary Design,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,263,source_published_record,source_published_record_unreviewed
Use trenchboxes,,Preliminary Design,Control by subsequent design,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,264,source_published_record,source_published_record_unreviewed
Inform design and construction team of ground conditions,,Preliminary Design,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,265,source_published_record,source_published_record_unreviewed
Supply excavation technique information to the design and construction team,,Preliminary Design,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,266,source_published_record,source_published_record_unreviewed
Supply information on excavation battering to the design and construction team,,Preliminary Design,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,267,source_published_record,source_published_record_unreviewed
Carry out risk study to ensure extreme weather condition is taken into account,,Preliminary Design,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,268,source_published_record,source_published_record_unreviewed
Plan to place the excavated soil away from the excavation area,,Detail Design,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,269,source_published_record,source_published_record_unreviewed
Make sure there is enough space to move and store materials around the excavation ,,Detail Design,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,270,source_published_record,source_published_record_unreviewed
Keep traffic routes at safe margin from excavations,,Detail Design,Control by subsequent design,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,271,source_published_record,source_published_record_unreviewed
Ensure a section in the site traffic management plan to take account of excavations,,Detail Design,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,272,source_published_record,source_published_record_unreviewed
Ensure proposed working methods (e.g. vibration) do not compromise the excavation's stability,,Pre construction,Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,273,source_published_record,source_published_record_unreviewed
Ensure that groundworks contractors are informed of all relevant safety information,,Pre construction,Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,274,source_published_record,source_published_record_unreviewed
Earthwork support system to be placed and inspected,,"Site work, Temp Works, Change control",Reduce,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,275,source_published_record,source_published_record_unreviewed
Safe placing of spoil during excavation,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,276,source_published_record,source_published_record_unreviewed
Maintain weekly inspection of excavation,,"Site work, Temp Works, Change control",Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,277,source_published_record,source_published_record_unreviewed
Ensure full risk assessment is carried out if the excavations need late change,,"Site work, Temp Works, Change control",Inform,Trapped-Crushed by excavation,Site logistics-Excavation area,Mechanical equipment,Physical-Collapse,Trenches for foundations and services,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,278,source_published_record,source_published_record_unreviewed
Consider using concrete stairs,,Preliminary Design,Eliminate,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,279,source_published_record,source_published_record_unreviewed
Sequence the work to ensure protective escape stairs in core building to be available for the workforce as soon as possible,,Preliminary Design,Reduce,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,280,source_published_record,source_published_record_unreviewed
Eliminate welding by using bolted prefabricated units,,Detail Design,Eliminate,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,281,source_published_record,source_published_record_unreviewed
Make sure there is a fire safety plan for the construction site,,Pre construction,Inform,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,282,source_published_record,source_published_record_unreviewed
Provide adequate means of escape,,"Site work, Temp Works, Change control",Reduce,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,283,source_published_record,source_published_record_unreviewed
Ensure no flammable waste near welding operations,,"Site work, Temp Works, Change control",Control by subsequent design,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,284,source_published_record,source_published_record_unreviewed
Use protective curtains around the welding area to contain sparks,,"Site work, Temp Works, Change control",Control by subsequent design,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,285,source_published_record,source_published_record_unreviewed
Make sure there are fire alarms in place and tested before welding,,"Site work, Temp Works, Change control",Inform,Event-Fire or explosion,Site logistics-Welding area,Stair,Task-Welding,General steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,286,source_published_record,source_published_record_unreviewed
Ensure that there are toe boards fitted to edge protection on all open edges,,Detail Design,Reduce,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,287,source_published_record,source_published_record_unreviewed
Introduce Working at Perimeter Edge Safety Procedure,,Detail Design,Inform,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,288,source_published_record,source_published_record_unreviewed
Inform temporary works designers and specialists suppliers of need to prevent falling objects during installation,,Detail Design,Inform,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,289,source_published_record,source_published_record_unreviewed
Contractor to be informed of the need for a WAPE training,,Pre construction,Inform,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,290,source_published_record,source_published_record_unreviewed
Allow access to façade team installation with an exclusion zone to WAPE trained personal,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,291,source_published_record,source_published_record_unreviewed
Mandatory use of tethers on all tools and include checklists with and authorized WAPE permit,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,292,source_published_record,source_published_record_unreviewed
Mandatory use of tethers/magnetised holders on all tools and include checklists with an authorized WAPE permit,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,293,source_published_record,source_published_record_unreviewed
Create exclusion zone for people underneath,,"Site work, Temp Works, Change control",Inform,Struck-By falling object,High Level-Near Edge,Cladding,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,294,source_published_record,source_published_record_unreviewed
Cast in provision for guardrails at shaft openings,,Pre construction,Reduce,Fall-From open edge,High Level-Near Opening - Shaft,Lift,Physical-Opening,"Lifts, escalators and auto walks",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,295,source_published_record,source_published_record_unreviewed
Install temporary lift shaft doors. Ensure they can't be accidentally opened or easily removed,,Pre construction,Reduce,Fall-From open edge,High Level-Near Opening - Shaft,Lift,Physical-Opening,"Lifts, escalators and auto walks",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,296,source_published_record,source_published_record_unreviewed
Information to contractor -specify activities that will require access to lift shaft to resource and plan for access measures,,Pre construction,Inform,Fall-From open edge,High Level-Near Opening - Shaft,Lift,Physical-Opening,"Lifts, escalators and auto walks",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,297,source_published_record,source_published_record_unreviewed
Competent person to sign off any access arrangements at height in the shaft,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From open edge,High Level-Near Opening - Shaft,Lift,Physical-Opening,"Lifts, escalators and auto walks",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,298,source_published_record,source_published_record_unreviewed
Use prefabricated elements to reduce the need of noisy operations on internal walls,,Preliminary Design,Reduce,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,299,source_published_record,source_published_record_unreviewed
Specify cable trays and wall fixings and fittings to be manufactured offsite,,Detail Design,Reduce,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,300,source_published_record,source_published_record_unreviewed
Provide dedicated noise-reduction area for operations involving cutting/drilling/etc,,Pre construction,Control by subsequent design,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,301,source_published_record,source_published_record_unreviewed
Ensure a noise risk assessment is carried out and PPE/hearing protection is available if needed,,Pre construction,Inform,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,302,source_published_record,source_published_record_unreviewed
Monitor noise levels (decibels) to see if it reaches action levels,,"Site work, Temp Works, Change control",Control by subsequent design,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,303,source_published_record,source_published_record_unreviewed
Restrict workers to timed exposure to noise,,"Site work, Temp Works, Change control",Inform,Mechanical Effect-Noise,Site work area,Internal Wall,Physical-Noise,Masonry,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,304,source_published_record,source_published_record_unreviewed
Move the columns away from the edges,,Preliminary Design,Eliminate,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,305,source_published_record,source_published_record_unreviewed
Consider pre-cast columns,,Preliminary Design,Reduce,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,306,source_published_record,source_published_record_unreviewed
Consider designing steel structure,,Preliminary Design,Reduce,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,307,source_published_record,source_published_record_unreviewed
Sequence scaffolding earlier to provide a proper working platform,,Detail Design,Reduce,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,308,source_published_record,source_published_record_unreviewed
Selection of formwork to ensure safe access,,Detail Design,Reduce,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,309,source_published_record,source_published_record_unreviewed
Design anchoring points,,Detail Design,Control by subsequent design,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,310,source_published_record,source_published_record_unreviewed
Create a detailed plan with formwork specialist supplier to ensure safe access during build,,Pre construction,Control by subsequent design,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,311,source_published_record,source_published_record_unreviewed
Use fall-restrain lanyards for people and equipment,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From open edge,High Level-Near Edge,Column,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,312,source_published_record,source_published_record_unreviewed
Consider pre-cast slabs to avoid in situ work,,Preliminary Design,Eliminate,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,313,source_published_record,source_published_record_unreviewed
Consider higher strength concrete to shorten strike time,,Detail Design,Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,314,source_published_record,source_published_record_unreviewed
Carry out a detailed risk study to determine propping and de-propping schedule,,Detail Design,Inform,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,315,source_published_record,source_published_record_unreviewed
Provide the TW designer with information on temporary load conditions and load transfers and limitations,,Detail Design,Inform,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,316,source_published_record,source_published_record_unreviewed
Consider digital monitoring to get real time information on concrete curing,,Pre construction,Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,317,source_published_record,source_published_record_unreviewed
"Monitor weather conditions and known causes of collapse, such as exceeding safe working loads",,Pre construction,Inform,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,318,source_published_record,source_published_record_unreviewed
Create a detail plan to place and remove formwork according to manufacturer's recommendations,,Pre construction,Inform,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,319,source_published_record,source_published_record_unreviewed
Ensure compressive strength is tested to verify concrete has achieved design strength,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,320,source_published_record,source_published_record_unreviewed
Follow permit to strike before removing props,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,321,source_published_record,source_published_record_unreviewed
Quality check on reinforcement,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,322,source_published_record,source_published_record_unreviewed
Carry out inspections to ensure defects on formwork are identified and corrected,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,Site work area,Slab,Physical-Collapse,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,323,source_published_record,source_published_record_unreviewed
Consider use of loading bay as an alternative to canti-deck,,Preliminary Design,Eliminate,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,324,source_published_record,source_published_record_unreviewed
Consider opennings within floor as alternative to canti-deck,,Detail Design,Eliminate,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,325,source_published_record,source_published_record_unreviewed
Assess upward loads in slabs created by loaded canti-deck,,Detail Design,Reduce,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,326,source_published_record,source_published_record_unreviewed
Optimise the delivery schedule to reduce canti-deck using time,,Detail Design,Reduce,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,327,source_published_record,source_published_record_unreviewed
Assess opennings in slabs to ensure that a canti-deck can be used,,Detail Design,Inform,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,328,source_published_record,source_published_record_unreviewed
Assess unusual or heavy loads against manufacturer's capacity,,Pre construction,Control by subsequent design,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,329,source_published_record,source_published_record_unreviewed
Ensure that the canti-deck is only used in agreed locations where engineering assessment has been done,,Pre construction,Control by subsequent design,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,330,source_published_record,source_published_record_unreviewed
Ensure that only competent riggers install a cantideck according to manufacturer's guidelines,,Pre construction,Control by subsequent design,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,331,source_published_record,source_published_record_unreviewed
Ensure inspection routine is in place,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,332,source_published_record,source_published_record_unreviewed
Monitor canti-deck loads digitally,,"Site work, Temp Works, Change control",Control by subsequent design,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,333,source_published_record,source_published_record_unreviewed
Ensure a safe system of work is in place to inform all users,,"Site work, Temp Works, Change control",Inform,Trapped-Unintended collapse,High Level-Near Edge,Temporary structure,Physical-Collapse,"General civil engineering, including small works",Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,334,source_published_record,source_published_record_unreviewed
Ensure detail assessment of access needs for the operational facility and site at all stages,,Preliminary Design,Inform,Struck-By moving vehicle,Site logistics-Traffic route,Temporary structure,Physical-Contact with moving vehicle,Site Layout,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,335,source_published_record,source_published_record_unreviewed
